Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Telemark;H;Høyre;31;Tonje Brokke;Notodden;;1972;Kvinne
Fylkestingsvalget 2015;Telemark;H;Høyre;32;Helene Røsholt;Skien;;1987;Kvinne
Fylkestingsvalget 2015;Telemark;H;Høyre;33;Mimmi Skårberg;Tinn;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;H;Høyre;34;Tor Eivind Line;Skien;;1977;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;1;Ådne Tobias Salomonsen Naper;Skien;;1984;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;2;Una Pasovic;Tinn;;1996;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;3;Jan-Petter Gurholt;Siljan;;1971;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;4;Sarah Hjelmseth Iversen;Kragerø;;1981;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;5;Steinar Miland;Tinn;;1949;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;6;Vigdis Olafsen;Bø;;1952;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;7;Miguel  Utreras ;Sauherad;;1966;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;8;Mari-Anne Sannes;Nome;;1955;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;9;Martin Nenseth;Skien;;1994;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;10;Mari Eline Sandhaug;Kragerø;;1984;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;11;Sigbjørn  Molvik;Skien;;1950;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;12;Berit Hersir Lund;Notodden;;1953;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;13;Arne Vinje;Vinje;;1951;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;14;Gro Lorentzen;Porsgrunn;;1952;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;15;Per Atle Einan;Bø;;1962;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;16;Lina Skippervold-Hansen;Nome;;1979;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;17;Leif Arild Sanden;Nissedal;;1956;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;18;Sanja Pasovic;Tinn;;1966;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;19;Rolf Jørn Karlsen;Skien;;1956;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;20;Palma Marie Sebu;Tinn;;1948;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;21;Anne Evjen;Siljan;;1953;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;22;Magne Tveit;Sauherad;;1948;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;23;Åse Hamre;Drangedal;;1946;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;24;Merete Valstad;Kragerø;;1956;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;25;Brynjard Rolandsen;Skien;;1978;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;26;Gunn Vågsæther;Porsgrunn;;1946;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;27;Anne  Haugen Wagn;Notodden;;1952;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;28;Gunnar Sanden;Nome;;1946;Mann
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;29;Irene Kalleberg;Siljan;;1958;Kvinne
Fylkestingsvalget 2015;Telemark;SV;Sosialistisk Venstreparti;30;Marit Nagel Rønningen;Skien;;1958;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;1;Olav Kasland;Bø;;1961;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;2;Lars Solbakken;Skien;;1949;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;3;Sandra Yeomans;Tinn;;1993;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;4;Torgeir Fossli;Notodden;;1961;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;5;Eli Taugbøl;Kviteseid;;1974;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;6;Margit Elise Karlsen-Rinde;Seljord;;1967;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;7;Geir Arild Tønnessen;Skien;;1959;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;8;Per Solli;Porsgrunn;;1945;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;9;Lailo  Merganova;Kragerø;;1965;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;10;Tor Helge Flåto;Tinn;;1965;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;11;Hedvig Johanne Nolifer Nysæter;Skien;;1993;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;12;Knut Dennis Magnus;Bamble;;1946;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;13;Cathrine  Gundersen;Skien;;1989;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;14;Arnt Olav Brødsjø;Drangedal;;1964;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;15;Inger Johanne Lunde;Nome;;1972;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;16;Børge Skårdal;Vinje;;1951;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;17;Åge Frisak;Porsgrunn;;1957;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;18;Kenneth Berg;Skien;;1979;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;19;Kristin Ødegård Vestgarden;Bø;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;20;Atle Rui;Skien;;1965;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;21;Kristin Høiseth Giæver;Porsgrunn;;1977;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;22; Gustav Søvde;Skien;;1951;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;23;Gunnbjørg Fisketjøn;Notodden;;1968;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;24;Signy Gjærum;Skien;;1946;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;25;Ola Vea Gustavsen;Sauherad;;1956;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;26;Hanne Slåttun;Skien;;1983;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;27;Truls Bjørn Ekeberg;Notodden;;1945;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;28;Albert Islam Poliku;Skien;;1980;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;29;Terese Kolberg Seynaeve;Bamble;;1974;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;30;Tore Anton Angeltveit-Svanes;Skien;;1961;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;31;Kristin Clemmensen;Porsgrunn;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;32;Heine Århus;Sauherad;;1959;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;33;Nora Fjeldkåsa;Skien;;1995;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;34;Morten Vinnstad;Porsgrunn;;1979;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;35;Vidar Oterkiil;Porsgrunn;;1968;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;36;Tor Arne Mælen;Kviteseid;;1978;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;37;Sidsel Devik;Skien;;1945;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;38;Ole Christoffer Røste;Sauherad;;1974;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;39;Lene Kaalsaas;Porsgrunn;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;40;Trine Jørgensen Dahll;Kragerø;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;41;Stian Tangen;Bamble;;1973;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;42;Jennie Nicola Johnsen;Skien;;1977;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;43;Evy Beate Tveter;Bø;;1975;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;44;Per Ragnar Møkleby;Skien;;1974;Mann
Fylkestingsvalget 2015;Telemark;V;Venstre;45;Siren Johanne Johnsen;Porsgrunn;;1946;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;46;Solfrid Rui Slettebakken;Kragerø;;1950;Kvinne
Fylkestingsvalget 2015;Telemark;V;Venstre;47;Kjell Stundal;Bø;;1945;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;1;Ron Bruinvis;Tinn;;1956;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;2;Lena Solli Sal;Bø;;1981;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;3;Jon Ingebretsen;Kviteseid;;1941;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;4;Marlies Besler;Bø;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;5;Marie Skyer;Skien;;1993;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;6;Lars Berge Haugann;Kviteseid;;1959;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;7;Erik Høines;Porsgrunn;;1970;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;8;Lilja Jônsdottir Kormanski;Porsgrunn;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;9;Jan Heyerdahl;Sauherad;;1962;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;10;Hilde Forberg Andersen;Porsgrunn;;1975;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;11;Endre Løwe;Porsgrunn;;1971;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;12;Linnea Tviberg Scharning;Bø;;1988;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;13;Nils Kjell Sandvik;Kragerø;;1948;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;14;Mona Nicolaysen;Skien;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;15;Viggo Gustavsen;Kragerø;;1953;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;16;Sabine Gehring;Porsgrunn;;1977;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;17;Marco  Gozzi;Skien;;1977;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;18;Silje Damsgaard Bøyesen;Skien;;1985;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;19;Tone O. Barhellestøl;Skien;;1975;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;20;Trine Hofvind;Sauherad;;1963;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;21;Mari Fallet Mosand;Bø;;1988;Kvinne
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;22;Bjarne Nærum;Porsgrunn;;1965;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;23;Einar Bang;Kragerø;;1951;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;24;Tormod Svartdal;Porsgrunn;;1955;Mann
Fylkestingsvalget 2015;Telemark;MDG;Miljøpartiet De Grønne;25;Ottar Berg;Porsgrunn;;1965;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;1;Ole Roger Dyrkorn;Bamble;;1952;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;2;Charlotte Therkelsen Sætersdal;Kragerø;;1981;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;3;Kari Anne Torsteinson;Notodden;;1952;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;4;Tobias Drevland Lund;Kragerø;;1996;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;5;Ana  Taylor Lopez;Bamble;;1953;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;6;Ottar Flatland;Seljord;;1950;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;7;Ragnar Steinstad;Skien;;1948;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;8;Nina Lindvig;Porsgrunn;;1965;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;9;Soubhi Thaher;Skien;;1959;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;10;Birthe  Paulsen;Kragerø;;1952;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;11;Sigbjørn Hjelmbrekke;Bø;;1979;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;12;Fredrik Botnen Nordahl;Porsgrunn;;1967;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;13;Morten Halvorsen;Notodden;;1954;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;14;Anne Bjørg Bøckmann;Porsgrunn;;1959;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;15;Rosalind Spangelid;Notodden;;1977;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;16;Hans Ødegård;Bamble;;1955;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;17;Marit Holten;Drangedal;;1955;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;18;Henrik Holm Nilsen;Skien;;1997;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;19;Inger-Lise Olsen;Notodden;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;20;Ole Andre Enggrav;Kragerø;;1950;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;21;Britt-Janne Hegna;Bø;;1966;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;22;Ragnhild Elisabeth Stensholt;Porsgrunn;;1968;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;23;Nils Sverre Aasbø;Skien;;1951;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;24;Hilde Holland;Notodden;;1955;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;25;Stein Roger Sundberg Bjerkely;Porsgrunn;;1966;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;26;Inger-Lise Sikkeland;Bamble;;1954;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;27;Arne Kristiansen;Kragerø;;1945;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;28;Nasrin Shojay;Bamble;;1968;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;29;Anne Kongsteien;Skien;;1967;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;30;Gudrun Bø;Hjartdal;;1956;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;31;Olav  Drevland;Kragerø;;1950;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;32;Farzaneh Behnoud;Bamble;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;33;Thalie Slåtta Botnen;Porsgrun;;1997;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;34;Mats Erik Mattson;Kragerø;;1976;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;35;Randi Gjerdrum;Sauherad;;1950;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;36;Omar  Jabbar Khil;Bamble;;1964;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;37;Kari Tafjord;Kragerø;;1948;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;38;Kristoffer Lia Lerstang;Notodden;;1987;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;39;Ole Johan Hauge;Bamble;;1939;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;40;Morgan Andersen;Kragerø;;1971;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;41;Cecilie Ingebjørg Lerstang;Notodden;;1980;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;42;Said  Taeib;Skien;;1955;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;43;Gitte Anett Slåtta;Porsgrunn;;1966;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;44;Margareth Rimmereide;Skien;;1969;Kvinne
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;45;Kenneth Cripplebilly Jørgensen;Porsgrunn;;1972;Mann
Fylkestingsvalget 2015;Telemark;RØDT;Rødt;46;Grethe Strandli;Kragerø;;1961;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;1;Terje Riis-Johansen;Skien;;1968;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;2;Beate Marie Dahl Eide;Seljord;;1981;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;3;Olav Urbø;Tokke;;1965;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;4;Åslaug Sem-Jacobsen;Notodden;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;5;Malin Aarhus Olsen;Seljord;;1996;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;6;Heidi Therese Herum;Bamble;;1979;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;7;Knut Jarle Sørdalen;Kragerø;;1970;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;8;Anne-Nora Oma Dahle;Nissedal;;1968;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;9;Jan Thorsen;Nome;;1962;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;10;Kjell Abraham Sølverød;Siljan;;1957;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;11;Anne Kristine Grøtting;Porsgrunn;;1963;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;12;Svein H. Bakka;Tinn;;1962;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;13;Arne Ettestad;Drangedal;;1954;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;14;Anne Grete Evju;Sauherad;;1963;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;15;Torunn Hovde Kaasa;Hjartdal;;1956;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;16;Tone Edland;Vinje;;1970;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;17;Borgar Torbjørn Kaasa;Bø;;1955;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;18;Halvor Dahle;Nissedal;;1995;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;19;Torstein  Tveito;Kviteseid;;1952;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;20;Kari-Anne Nordbø;Nissedal;;1970;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;21;Bibbi Tveito;Vinje;;1955;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;22;Kjell Sverre Thoresen;Fyresdal;;1962;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;23;Trond Ballestad;Skien;;1962;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;24;Elin Nordbø;Siljan;;1960;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;25;Torunn Brukåsa Kleiva;Nome;;1971;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;26;Ken Henry Skeie;Hjartdal;;1963;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;27;Guro Blessum Libjå;Fyresdal;;1968;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;28;Cecilie Brask Findal;Skien;;1993;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;29;Tore Buer;Porsgrunn;;1951;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;30;Aslak  Ofte;Vinje;;1956;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;31;Ole Arthur Austad;Siljan;;1954;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;32;Birgit Johanne Kovajord Olsnes;Tokke;;1975;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;33;Kjetil Nyhus;Sauherad;;1973;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;34;Rigmor Severinsen Rabbe;Tinn;;1966;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;35;Rønnaug Woxen Thoen;Bø;;1978;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;36;May Britt Bjaaland Festervoll;Fyresdal;;1954;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;37;Kjetil Hølje Fjalestad;Nissedal;;1962;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;38;Svein Tore Jønnevald Dale;Skien;;1971;Mann
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;39;Monica Sanden Tveitan;Drangedal;;1981;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;40;Rita Eckbo;Bø;;1955;Kvinne
Fylkestingsvalget 2015;Telemark;SP;Senterpartiet;41;Nils Jul Lindheim;Kragerø;;1955;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;1;Ingvar Torvik;Porsgrunn;;1936;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;2;Torstein  Nisi;Notodden;;1944;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;3;Kjartan Mogen;Skien;;1964;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;4;Frank N. Jenssen;Siljan;;1950;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;5;Kjell Madsen Kjørholt;Porsgrunn;;1946;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;6;Judith Torvik;Porsgrunn;;1938;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;7;Helge J. Westgaard;Skien;;1942;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;8;Bjørnar Gundersen;Skien;;1951;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;9;Ranveig Annie Edvardsen;Notodden;;1933;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;10;Oddbjørn Wiik Vatnar;Bø;;1965;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;11;Kjell  Husby;Tinn;;1939;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;12;Lars Erik Johansen;Nome;;1958;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;13;Wenche  B. Jenssen;Siljan;;1950;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;14;Bengt Christensen;Bamble;;1957;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;15;Ingemar Brand;Skien;;1949;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;16;Elling Tørnes;Drangedal;;1953;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;17;Finn Bjarne Nielsen;Skien;;1962;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;18;Thorstein Grotbæk;Hjartdal;;1945;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;19;Terjei Austenaa;Seljord;;1933;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;20;Liv Singdahlsen;Porsgrunn;;1950;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;21;Gunnar Hvale;Porsgrunn;;1952;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;22;Kjell  Karlsen;Notodden;;1945;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;23;Ingjerd  Omdal;Siljan;;1947;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;24;Kjell Arne Nysæter;Skien;;1979;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;25;Martin Gundersen;Skien;;1984;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;26;Knut Nomeland;Vinje;;1949;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;27;Lise Madsen Kjørholt;Porsgrunn;;1944;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;28;Karin Jakobsen;Tinn;;1947;Kvinne
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;29;Musta Mustafa;Sauherad;;1970;Mann
Fylkestingsvalget 2015;Telemark;KRISTNE;Partiet De Kristne;30;Else-Liv Thorsen;Kragerø;;1955;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;1;Jon-Olav Strand;Risør;;1959;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;2;Inger Lise Hillestad Aasen;Iveland;;1979;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;3;Tormod Vågsnes;Arendal;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;4;Andreas Daniel Brovig;Lillesand;;1981;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;5;Ingunn Fjærbu Roppestad;Froland;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;6;Vidar Øvland;Grimstad;;1973;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;7;Ingebjørg Ribe Rudihagen;Lillesand;;1957;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;8;Siv Anita Johansen Bærheim;Evje og Hornnes;;1977;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;9;Torleif Haugland;Tvedestrand;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;10;Susanne Birgitte Roppestad;Froland;;1996;Kvinne
