Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;11;Sveinung Seljås;Åmli;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;12;Caroline Hol;Arendal;;1978;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;13;Nils Audun Gryting;Gjerstad;;1943;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;14;Haldis Kverum Carlsen;Tvedestrand;;1951;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;15;Ove Gundersen;Froland;;1955;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;16;Gerd Jørgine Jacobsen;Åmli;;1956;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;17;Knut Mørland;Grimstad;;1950;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;18;Juliane Salamonsen;Froland;;1996;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;19;Ellen Cecilie Møllen;Evje og Hornnes;;1978;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;20;Oddvar Espegren;Lillesand;;1948;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;21;Bjørn Alfred Ropstad;Evje og Hornnes;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;KRF;Kristelig Folkeparti;22;Oddvar Skaiaa;Grimstad;;1941;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;1;Targeir Attestog;Bygland;;1989;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;2;Geir Martin Ohna;Evje og Hornnes;;1992;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;3;Jørgen Fjellstad;Grimstad;;1997;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;4;Geir Harald Wick;Evje og Hornnes;;1975;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;5;Sverre Gullesen;Evje og Hornnes;;1993;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;6;Silje Haukom;Evje og Hornnes;;1983;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;7;Magnus Ohna;Evje og Hornnes;;1994;Mann
Fylkestingsvalget 2015;Aust-Agder;PIR;Piratpartiet;8;Ronny Berntzen;Tvedestrand;;1969;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;1;Knut Henning Thygesen;Risør;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;2;Guro Fiola Andreassen;Arendal;;1985;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;3;Tore Wold;Grimstad;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;4;Karen Theresie Andersen;Åmli;;1955;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;5;Andreas Stiansen;Froland;;1997;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;6;Sylvia Zammit;Grimstad;;1958;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;7;Joachim Øren;Arendal;;1991;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;8;Mona Pettersen;Lillesand;;1948;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;9;Kristian Engenes Pedersen;Åmli;;1989;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;10;Marit Fjordheim;Iveland;;1956;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;11;Jonny Ingebrigtsen;Arendal;;1957;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;12;Liv Nærum;Grimstad;;1982;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;13;Kristoffer Andersen;Grimstad;;1992;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;14;Kari Helene Vibe;Risør;;1946;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;15;Tor Salve Halvorsen Konnestad;Grimstad;;1994;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;16;Torill Sjursen;Lillesand;;1953;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;17;Dag Ove Pedersen;Grimstad;;1986;Mann
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;18;Marianne Laursen;Grimstad;;1981;Kvinne
Fylkestingsvalget 2015;Aust-Agder;RØDT;Rødt;19;Frank Jonathan Robertsen;Grimstad;;1995;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;1;Knut A Austad;Bygland;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;2;Siv Brekka;Arendal;;1980;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;3;Oddbjørn Kylland;Lillesand;;1975;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;4;Heidi Hødnebø;Risør;;1955;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;5;Odvar Voie Eikeland;Gjerstad;;1963;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;6;Sigrid Eskild Løkken;Arendal;;1997;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;7;Åse Ingebjørg Flateland;Valle;;1965;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;8;Tor Hallvard Torson Mosdøl;Bykle;;1982;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;9;Gro Anita Mykjåland;Iveland;;1976;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;10;Arild Flaten;Vegårshei;;1972;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;11;Mari Mykland;Froland;;1978;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;12;Kristen Bjormyr;Arendal;;1961;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;13;Signe Heldal Risholt;Grimstad;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;14;Bjørn-Tore Hovland;Birkenes;;1982;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;15;Solveig Eiken;Evje og Hornnes;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;16;Tellef Olstad;Åmli;;1954;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;17;Maren Goderstad;Tvedestrand;;1996;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;18;Ann-Cecilie Andersen Attestog;Bygland;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;19;Øyvind Honnemyr;Iveland;;1966;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;20;Gro Eskeland;Gjerstad;;1981;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;21;Tore Stalleland;Grimstad;;1964;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;22;Siv-Annie Dale;Åmli;;1963;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;23;Tor Espen Helle;Valle;;1979;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;24;Bente Ekra Grimenæs;Lillesand;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;25;Viktor Hauge;Risør;;1961;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;26;Frank Bjerg Sigvaldsen;Froland;;1986;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;27;Eli Bjorvatten;Vegårshei;;1966;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;28;Nils Gjermund Østerhus;Evje og Hornnes;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;29;Lise Ranestad Mitander;Iveland;;1974;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;30;Knut Anders Goderstad;Tvedestrand;;1993;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;31;Milly Margrethe Olimstad Grundesen;Arendal;;1953;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;32;Eva Margaretha Aabel Retterholt;Birkenes;;1967;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;33;Gunnar Bjørndal;Evje og Hornnes;;1972;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;34;Ragnhild Bjåen;Bykle;;1972;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;35;Hans Olav Blakstad;Froland;;1968;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;36;Anne Tone Aanby;Åmli;;1948;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;37;Leiv Rygg;Bygland;;1967;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;38;Alma Kazagic;Evje og Hornnes;;1959;Kvinne
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;39;Alfred Skaar Kylland;Birkenes;;1975;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;40;Kjell Trygve Grunnsvoll;Gjerstad;;1976;Mann
Fylkestingsvalget 2015;Aust-Agder;SP;Senterpartiet;41;Tone Midttun;Arendal;;1962;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;1;Sara Sægrov Ruud;Risør;;1972;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;2;Jan Kløvstad;Arendal;;1956;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;3;Kathrin Pabst;Grimstad;;1971;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;4;Jacob Handegard;Arendal;;1995;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;5;Petter Natanael Toldnæs;Lillesand;;1978;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;6;Line Øvernes Mørch;Tvedestrand;;1961;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;7;Tove Helene Gausen Sama;Åmli;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;8;Malin Andrea Eriksen;Arendal;;1996;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;9;Bjørn Petter Vennesland Kysnes;Evje og Hornnes;;1986;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;10;Dega Abdi Aman;Arendal;;1962;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;11;Sissel Åkre;Valle;;1942;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;12;Arnt Gunnar Tønnessen;Grimstad;;1962;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;13;Joanna Magdalena Derdowska;Arendal;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;14;Kenneth Stømne;Froland;;1978;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;15;Eirik Unneland;Valle;;1997;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;16;Tonje Berger Ausland;Gjerstad;;1975;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;17;Stian Lund;Risør;;1977;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;18;Aslak Skripeland;Arendal;;1982;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;19;Ellen Janne Broms;Tvedestrand;;1976;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;20;Jan Albert Haagensen;Evje og Hornnes;;1951;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;21;Ingrid Timland Sveen;Arendal;;1996;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;22;Rolf Hamran;Grimstad;;1964;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;23;Torhild Austad;Bygland;;1950;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;24;Freddy Lomboto Wa Lomboto;Arendal;;1968;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;25;Unni Ramsvatn;Arendal;;1962;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;26;Anna Stella Karlsdottir;Bygland;;1955;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;27;Inger Gjertrud Ettestøl;Vegårshei;;1944;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;28;Dariusz Albrecht;Arendal;;1972;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;29;Su Plaw Say Miah;Tvedestrand;;1983;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;30;Erik Johannes Vintermyr;Risør;;1956;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;31;Espen Wolles Mikkelsen;Bykle;;1970;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;32;Odd Håvard Dahle;Iveland;;1963;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;33;Camilla Kulland;Tvedestrand;;1970;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;34;Knut Gimre Hernes;Grimstad;;1971;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;35;Kai Ove Sandåker;Gjerstad;;1959;Mann
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;36;Marianne Elisabeth Sigurdson Lyngvi;Arendal;;1954;Kvinne
Fylkestingsvalget 2015;Aust-Agder;V;Venstre;37;Øystein Haga;Grimstad;;1950;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;1;Kai Olav Fredriksen;Arendal;;1972;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;2;Eva Hustoft;Arendal;;1979;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;3;Espen Are Sæbø Larsen;Grimstad;;1976;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;4;Tonje Følling Valenzuela;Arendal;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;5;Christian Ellingsgård;Risør;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;6;Magrete Martens Breivik;Arendal;;1976;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;7;Thore Andre Thorsen;Arendal;;1969;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;8;Jenny Rose Bengtson;Arendal;;1993;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;9;Morten Røsås;Tvedestrand;;1971;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;10;Ingeborg Andrea  Marcussen Hübertz;Tvedestrand;;1973;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;11;Esben Moy;Grimstad;;1962;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;12;Ruth Kylland Martinsen;Birkenes;;1965;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;13;Stian Spanne Iversen;Arendal;;1980;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;14;Tonje Knutsen Sørdalen;Arendal;;1983;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;15;Vidar Sigmund Øy;Arendal;;1949;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;16;Sven Åke Bjørke;Arendal;;1950;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;17;Ragnhild Tønnessen;Lillesand;;1970;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;18;Per Erling Fløistad;Arendal;;1987;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;19;Silje Vanessa Samuelsen;Arendal;;1974;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;20;Kim Aleksander Tallaksen Halvorsen;Arendal;;1986;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;21;Siv Nina Forsmo Eidissen;Risør;;1957;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;22;Vemund Haugevik Jernsletten;Grimstad;;1995;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;23;Nora-Kristin Majlaton;Arendal;;1989;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;24;Christophe Pinck;Tvedestrand;;1979;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;25;Lene Engdahl;Arendal;;1966;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;26;Dragan Greksa;Arendal;;1976;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;27;Anne Rogstad Marcussen;Tvedestrand;;1944;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;28;Anneli Rose Bengtson;Arendal;;1969;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;29;Michael John Golding;Arendal;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;30;Anne Beate Helseth Udal;Arendal;;1960;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;31;Tove Helene Loe;Arendal;;1947;Kvinne
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;32;Torvil Åsulv Støle;Tvedestrand;;1949;Mann
Fylkestingsvalget 2015;Aust-Agder;MDG;Miljøpartiet De Grønne;33;Arne Sauar;Arendal;;1941;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;1;Jan Ove Ragnar Fedde;Grimstad;;1951;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;2;Bente Skåle-Olsen;Iveland;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;3;Odd Arnold Terjesen;Arendal;;1984;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;4;Ruth Heidi Hovden;Grimstad;;1971;Kvinne
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;5;Dag Einertrø;Grimstad;;1955;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;6;Gar Oscar Nagelstad;Grimstad;;1944;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;7;Rolf Mølbach Reinholt;Tvedestrand;;1956;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;8;Elin Fjermeros;Birkenes;;1967;Kvinne
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;9;Arne Otto Olsen;Iveland;;1969;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;10;Gunn Åshild Thoresen;Grimstad;;1958;Kvinne
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;11;Torbjørn Morka;Arendal;;1968;Mann
Fylkestingsvalget 2015;Aust-Agder;DEMN;Demokratene i Norge;12;Karin Elise La Monica;Grimstad;;1932;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;1;Torunn Ostad;Grimstad;;1972;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;2;Kristoffer Andreas Lyngvi;Arendal;;1978;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;3;Arild Windsland;Birkenes;;1959;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;4;Maiken Messel;Arendal;;1954;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;5;Haagen Severin Nilson Poppe;Arendal;;1995;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;6;Stein Rune Hagestrand;Gjerstad;;1964;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;7;Torunn Charlotte Nyberg Lund;Valle;;1968;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;8;Einar Holmer Hoven;Lillesand;;1971;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;9;Siri Kristoffersen Bertelsen;Tvedestrand;;1946;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;10;Line Ostad;Grimstad;;1994;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;11;Gunnar Oftedahl;Lillesand;;1945;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;12;Linda Borghild Skjulestad;Arendal;;1973;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;13;Johannes Kristiansen;Grimstad;;1954;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;14;Finn Bjørn Rørvik;Evje og Hornnes;;1952;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;15;Tom Roger Øydne;Evje og Hornnes;;1968;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;16;Aage Nystøl;Froland;;1946;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;17;Einar Halvorsen;Arendal;;1944;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;18;Benedikte Nilsen;Arendal;;1972;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;19;Lars Espeland;Vegårshei;;1946;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;20;Cecilie Larsen;Arendal;;1991;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;21;Mona Kristine Stray Rambo;Risør;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;22;Olav Neset;Bygland;;1955;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;23;Randolph Christian Endresen;Arendal;;1945;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;24;Jon Inge Holm;Birkenes;;1982;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;25;Eivind Gangsei;Åmli;;1975;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;26;Marius Arion Nilsen;Grimstad;;1984;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;27;Hilde Røyseland Høygilt;Birkenes;;1960;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;28;Nina Skiftenes;Bykle;;1971;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;29;Chriss Martin Nilsen;Evje og Hornnes;;1977;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;30;Sigmund Håverstad;Froland;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;31;Linn Moseid;Evje og Hornnes;;1985;Kvinne
Fylkestingsvalget 2015;Aust-Agder;H;Høyre;32;Olav Mandt;Bykle;;1945;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;1;Jon Kolbjørn Lindset;Arendal;;1933;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;2;Harald Alsvik;Tvedestrand;;1946;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;3;Leiv Per Olsen;Lillesand;;1943;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;4;Finn Gustavsen;Grimstad;;1946;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;5;Eldbjørg Marit Gunvor Yttrelid Tengelsen;Arendal;;1950;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;6;Ole Astor Sten Gjermundsen;Arendal;;1936;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;7;Arne Kruse;Arendal;;1939;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;8;Thor Olav Govertsen;Lillesand;;1939;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;9;Ottar Gjermundnes;Åmli;;1944;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;10;Gunhild Østensbu Hågensli;Arendal;;1933;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;11;Arnt Helleren;Lillesand;;1944;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;12;Torborg Ljøstad;Arendal;;1933;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;13;Toril Mølbach;Arendal;;1944;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;14;Elith Aage Halberg;Arendal;;1926;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;15;Odd Bendik Tengelsen;Arendal;;1945;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;16;Ralph Raymond Skorstad;Arendal;;1958;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;17;Godberg Larsen;Arendal;;1928;Mann
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;18;Liv Reiersølmoen;Arendal;;1945;Kvinne
Fylkestingsvalget 2015;Aust-Agder;PP;Pensjonistpartiet;19;Olav Reiersølmoen;Arendal;;1944;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;1;Johannes Hemmingby;Grimstad;;1950;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;2;Lisbeth Hoskuldsen;Arendal;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;3;Olav Kristen Fjærli;Grimstad;;1967;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;4;Reidun Songe;Arendal;;1970;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;5;Daniel Hoskuldsen Christensen;Arendal;;1994;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;6;Erik Odd Eriksen;Bykle;;1953;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;7;Liv Åkre Trydal;Valle;;1964;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;8;Ommund Tveit;Birkenes;;1962;Mann
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;9;Gunn Else Hansen;Tvedestrand;;1957;Kvinne
Fylkestingsvalget 2015;Aust-Agder;KRISTNE;Partiet De Kristne;10;Tania Aspelund Berntsen;Grimstad;;1968;Kvinne
